date,close,high,low,open,symbol,volume,changeOverTime,marketChangeOverTime,uClose,uVolume,fClose,fVolume,change,changePercent,uOpen,uHigh,uLow,fOpen,fHigh,fLow
2017-05-09,20.45,20.63,19.75,20.0,CZR,3036390,3.616252821670429,3.616252821670429,20.45,3036390,20.45,3036390,0.5500000000000007,0.0276,20.0,20.63,19.75,20.0,20.63,19.75
2017-05-10,20.9,21.15,20.25,20.6,CZR,1483288,3.7178329571106095,3.7178329571106095,20.9,1483288,20.9,1483288,0.4499999999999993,0.022,20.6,21.15,20.25,20.6,21.15,20.25
2017-05-11,20.55,21.0,20.25,20.8,CZR,1090643,3.6388261851015806,3.6388261851015806,20.55,1090643,20.55,1090643,-0.34999999999999787,-0.0167,20.8,21.0,20.25,20.8,21.0,20.25
2017-05-12,20.7,20.84,20.2,20.45,CZR,839452,3.672686230248307,3.672686230248307,20.7,839452,20.7,839452,0.14999999999999858,0.0073,20.45,20.84,20.2,20.45,20.84,20.2
2017-05-15,20.7,20.85,20.48,20.75,CZR,979743,3.672686230248307,3.672686230248307,20.7,979743,20.7,979743,0.0,0.0,20.75,20.85,20.48,20.75,20.85,20.48
2017-05-16,20.65,20.9,20.45,20.8,CZR,801449,3.6613995485327315,3.6613995485327315,20.65,801449,20.65,801449,-0.05000000000000071,-0.0024,20.8,20.9,20.45,20.8,20.9,20.45
2017-05-17,20.23,20.55,20.05,20.3,CZR,914502,3.5665914221218964,3.5665914221218964,20.23,914502,20.23,914502,-0.41999999999999815,-0.0203,20.3,20.55,20.05,20.3,20.55,20.05
2017-05-18,19.95,20.25,19.75,20.1,CZR,1052469,3.503386004514673,3.503386004514673,19.95,1052469,19.95,1052469,-0.28000000000000114,-0.0138,20.1,20.25,19.75,20.1,20.25,19.75
2017-05-19,19.7,20.18,19.7,20.1,CZR,759037,3.4469525959367946,3.4469525959367946,19.7,759037,19.7,759037,-0.25,-0.0125,20.1,20.18,19.7,20.1,20.18,19.7
2017-05-22,20.45,20.55,19.75,19.75,CZR,630493,3.616252821670429,3.616252821670429,20.45,630493,20.45,630493,0.75,0.0381,19.75,20.55,19.75,19.75,20.55,19.75
2017-05-23,20.55,20.8,20.2,20.55,CZR,1574599,3.6388261851015806,3.6388261851015806,20.55,1574599,20.55,1574599,0.10000000000000142,0.0049,20.55,20.8,20.2,20.55,20.8,20.2
2017-05-24,20.8,20.8,20.55,20.55,CZR,471034,3.6952595936794586,3.6952595936794586,20.8,471034,20.8,471034,0.25,0.0122,20.55,20.8,20.55,20.55,20.8,20.55
2017-05-25,20.5,20.8,20.45,20.8,CZR,498793,3.627539503386005,3.627539503386005,20.5,498793,20.5,498793,-0.3000000000000007,-0.0144,20.8,20.8,20.45,20.8,20.8,20.45
2017-05-26,20.55,20.8,20.34,20.5,CZR,950605,3.6388261851015806,3.6388261851015806,20.55,950605,20.55,950605,0.05000000000000071,0.0024,20.5,20.8,20.34,20.5,20.8,20.34
2017-05-30,20.7,20.7,20.4,20.55,CZR,392109,3.672686230248307,3.672686230248307,20.7,392109,20.7,392109,0.14999999999999858,0.0073,20.55,20.7,20.4,20.55,20.7,20.4
2017-05-31,20.75,20.9,20.25,20.8,CZR,535918,3.683972911963883,3.683972911963883,20.75,535918,20.75,535918,0.05000000000000071,0.0024,20.8,20.9,20.25,20.8,20.9,20.25
2017-06-01,20.85,20.95,20.45,20.8,CZR,394581,3.7065462753950347,3.7065462753950347,20.85,394581,20.85,394581,0.10000000000000142,0.0048,20.8,20.95,20.45,20.8,20.95,20.45
2017-06-02,20.85,21.0,20.55,20.8,CZR,556618,3.7065462753950347,3.7065462753950347,20.85,556618,20.85,556618,0.0,0.0,20.8,21.0,20.55,20.8,21.0,20.55
2017-06-05,20.85,21.05,20.5,20.8,CZR,430493,3.7065462753950347,3.7065462753950347,20.85,430493,20.85,430493,0.0,0.0,20.8,21.05,20.5,20.8,21.05,20.5
2017-06-06,20.95,21.09,20.52,20.7,CZR,535485,3.729119638826185,3.729119638826185,20.95,535485,20.95,535485,0.09999999999999787,0.0048,20.7,21.09,20.52,20.7,21.09,20.52
2017-06-07,21.6,21.8,20.8,20.95,CZR,1518142,3.875846501128669,3.875846501128669,21.6,1518142,21.6,1518142,0.6500000000000021,0.031,20.95,21.8,20.8,20.95,21.8,20.8
2017-06-08,21.5,21.82,21.3,21.5,CZR,938967,3.853273137697517,3.853273137697517,21.5,938967,21.5,938967,-0.10000000000000142,-0.0046,21.5,21.82,21.3,21.5,21.82,21.3
2017-06-09,21.25,21.65,21.23,21.5,CZR,486911,3.796839729119639,3.796839729119639,21.25,486911,21.25,486911,-0.25,-0.0116,21.5,21.65,21.23,21.5,21.65,21.23
2017-06-12,21.4,21.5,21.05,21.25,CZR,476272,3.8306997742663658,3.8306997742663658,21.4,476272,21.4,476272,0.14999999999999858,0.0071,21.25,21.5,21.05,21.25,21.5,21.05
2017-06-13,21.55,21.75,21.4,21.55,CZR,449568,3.8645598194130932,3.8645598194130932,21.55,449568,21.55,449568,0.15000000000000213,0.007,21.55,21.75,21.4,21.55,21.75,21.4
2017-06-14,20.8,21.5,20.75,21.5,CZR,898729,3.6952595936794586,3.6952595936794586,20.8,898729,20.8,898729,-0.75,-0.0348,21.5,21.5,20.75,21.5,21.5,20.75
2017-06-15,20.45,21.5,20.1,20.6,CZR,642695,3.616252821670429,3.616252821670429,20.45,642695,20.45,642695,-0.3500000000000014,-0.0168,20.6,21.5,20.1,20.6,21.5,20.1
2017-06-16,20.25,20.45,19.9,20.1,CZR,827391,3.5711060948081266,3.5711060948081266,20.25,827391,20.25,827391,-0.1999999999999993,-0.0098,20.1,20.45,19.9,20.1,20.45,19.9
2017-06-19,20.75,20.9,20.3,20.4,CZR,624928,3.683972911963883,3.683972911963883,20.75,624928,20.75,624928,0.5,0.0247,20.4,20.9,20.3,20.4,20.9,20.3
2017-06-20,20.45,21.0,20.1,20.75,CZR,594913,3.616252821670429,3.616252821670429,20.45,594913,20.45,594913,-0.3000000000000007,-0.0145,20.75,21.0,20.1,20.75,21.0,20.1
2017-06-21,20.5,20.65,20.2,20.45,CZR,499672,3.627539503386005,3.627539503386005,20.5,499672,20.5,499672,0.05000000000000071,0.0024,20.45,20.65,20.2,20.45,20.65,20.2
2017-06-22,20.15,20.45,19.9,20.45,CZR,598946,3.5485327313769752,3.5485327313769752,20.15,598946,20.15,598946,-0.3500000000000014,-0.0171,20.45,20.45,19.9,20.45,20.45,19.9
2017-06-23,20.25,20.4,19.9,20.2,CZR,1029048,3.5711060948081266,3.5711060948081266,20.25,1029048,20.25,1029048,0.10000000000000142,0.005,20.2,20.4,19.9,20.2,20.4,19.9
2017-06-26,20.4,20.55,20.0,20.3,CZR,839725,3.604966139954853,3.604966139954853,20.4,839725,20.4,839725,0.14999999999999858,0.0074,20.3,20.55,20.0,20.3,20.55,20.0
2017-06-27,20.0,20.55,19.95,20.35,CZR,375940,3.5146726862302486,3.5146726862302486,20.0,375940,20.0,375940,-0.3999999999999986,-0.0196,20.35,20.55,19.95,20.35,20.55,19.95
2017-06-28,20.45,20.5,19.9,20.05,CZR,1544055,3.616252821670429,3.616252821670429,20.45,1544055,20.45,1544055,0.4499999999999993,0.0225,20.05,20.5,19.9,20.05,20.5,19.9
2017-06-29,19.65,20.55,19.55,20.55,CZR,609322,3.435665914221219,3.435665914221219,19.65,609322,19.65,609322,-0.8000000000000007,-0.0391,20.55,20.55,19.55,20.55,20.55,19.55
2017-06-30,20.0,20.05,19.5,19.65,CZR,465741,3.5146726862302486,3.5146726862302486,20.0,465741,20.0,465741,0.3500000000000014,0.0178,19.65,20.05,19.5,19.65,20.05,19.5
2017-07-03,19.8,20.13,19.63,20.1,CZR,266133,3.4695259593679464,3.4695259593679464,19.8,266133,19.8,266133,-0.1999999999999993,-0.01,20.1,20.13,19.63,20.1,20.13,19.63
2017-07-05,19.35,19.8,19.25,19.75,CZR,504565,3.3679458239277658,3.3679458239277658,19.35,504565,19.35,504565,-0.4499999999999993,-0.0227,19.75,19.8,19.25,19.75,19.8,19.25
2017-07-06,19.2,19.75,19.1,19.15,CZR,330184,3.3340857787810383,3.3340857787810383,19.2,330184,19.2,330184,-0.15000000000000213,-0.0078,19.15,19.75,19.1,19.15,19.75,19.1
2017-07-07,19.4,19.65,19.05,19.3,CZR,279188,3.379232505643341,3.379232505643341,19.4,279188,19.4,279188,0.1999999999999993,0.0104,19.3,19.65,19.05,19.3,19.65,19.05
2017-07-10,19.3,19.85,19.1,19.45,CZR,269283,3.35665914221219,3.35665914221219,19.3,269283,19.3,269283,-0.09999999999999787,-0.0052,19.45,19.85,19.1,19.45,19.85,19.1
2017-07-11,19.45,19.5,19.05,19.35,CZR,491645,3.3905191873589167,3.3905191873589167,19.45,491645,19.45,491645,0.14999999999999858,0.0078,19.35,19.5,19.05,19.35,19.5,19.05
2017-07-12,19.55,19.7,19.35,19.6,CZR,541283,3.413092550790068,3.413092550790068,19.55,541283,19.55,541283,0.10000000000000142,0.0051,19.6,19.7,19.35,19.6,19.7,19.35
2017-07-13,19.2,19.6,18.8,19.6,CZR,383043,3.3340857787810383,3.3340857787810383,19.2,383043,19.2,383043,-0.3500000000000014,-0.0179,19.6,19.6,18.8,19.6,19.6,18.8
2017-07-14,19.3,19.32,18.95,19.15,CZR,328576,3.35665914221219,3.35665914221219,19.3,328576,19.3,328576,0.10000000000000142,0.0052,19.15,19.32,18.95,19.15,19.32,18.95
2017-07-17,19.1,19.4,18.9,19.35,CZR,402990,3.311512415349888,3.311512415349888,19.1,402990,19.1,402990,-0.1999999999999993,-0.0104,19.35,19.4,18.9,19.35,19.4,18.9
2017-07-18,19.5,19.7,18.95,19.1,CZR,1230618,3.4018058690744923,3.4018058690744923,19.5,1230618,19.5,1230618,0.3999999999999986,0.0209,19.1,19.7,18.95,19.1,19.7,18.95
2017-07-19,19.8,19.9,19.5,19.6,CZR,426834,3.4695259593679464,3.4695259593679464,19.8,426834,19.8,426834,0.3000000000000007,0.0154,19.6,19.9,19.5,19.6,19.9,19.5
2017-07-20,20.6,20.75,20.0,20.0,CZR,1332467,3.6501128668171563,3.6501128668171563,20.6,1332467,20.6,1332467,0.8000000000000007,0.0404,20.0,20.75,20.0,20.0,20.75,20.0
2017-07-21,20.6,21.0,20.4,20.7,CZR,836371,3.6501128668171563,3.6501128668171563,20.6,836371,20.6,836371,0.0,0.0,20.7,21.0,20.4,20.7,21.0,20.4
2017-07-24,20.9,21.0,20.52,20.6,CZR,1038620,3.7178329571106095,3.7178329571106095,20.9,1038620,20.9,1038620,0.29999999999999716,0.0146,20.6,21.0,20.52,20.6,21.0,20.52
2017-07-25,20.95,21.05,20.65,21.0,CZR,890748,3.729119638826185,3.729119638826185,20.95,890748,20.95,890748,0.05000000000000071,0.0024,21.0,21.05,20.65,21.0,21.05,20.65
2017-07-26,20.8,21.0,20.7,21.0,CZR,741986,3.6952595936794586,3.6952595936794586,20.8,741986,20.8,741986,-0.14999999999999858,-0.0072,21.0,21.0,20.7,21.0,21.0,20.7
2017-07-27,20.25,21.0,20.2,20.85,CZR,549199,3.5711060948081266,3.5711060948081266,20.25,549199,20.25,549199,-0.5500000000000007,-0.0264,20.85,21.0,20.2,20.85,21.0,20.2
2017-07-28,20.0,20.45,19.88,20.15,CZR,437653,3.5146726862302486,3.5146726862302486,20.0,437653,20.0,437653,-0.25,-0.0123,20.15,20.45,19.88,20.15,20.45,19.88
2017-07-31,20.4,20.52,19.95,20.15,CZR,833091,3.604966139954853,3.604966139954853,20.4,833091,20.4,833091,0.3999999999999986,0.02,20.15,20.52,19.95,20.15,20.52,19.95
2017-08-01,20.3,20.68,20.15,20.6,CZR,596864,3.5823927765237027,3.5823927765237027,20.3,596864,20.3,596864,-0.09999999999999787,-0.0049,20.6,20.68,20.15,20.6,20.68,20.15
2017-08-02,20.6,20.65,19.95,20.25,CZR,534180,3.6501128668171563,3.6501128668171563,20.6,534180,20.6,534180,0.3000000000000007,0.0148,20.25,20.65,19.95,20.25,20.65,19.95
2017-08-03,20.35,20.8,20.2,20.7,CZR,422014,3.5936794582392784,3.5936794582392784,20.35,422014,20.35,422014,-0.25,-0.0121,20.7,20.8,20.2,20.7,20.8,20.2
2017-08-04,20.3,20.4,20.1,20.4,CZR,254689,3.5823927765237027,3.5823927765237027,20.3,254689,20.3,254689,-0.05000000000000071,-0.0025,20.4,20.4,20.1,20.4,20.4,20.1
2017-08-07,20.2,20.45,20.05,20.3,CZR,542240,3.559819413092551,3.559819413092551,20.2,542240,20.2,542240,-0.10000000000000142,-0.0049,20.3,20.45,20.05,20.3,20.45,20.05
2017-08-08,19.95,20.25,19.8,20.25,CZR,590223,3.503386004514673,3.503386004514673,19.95,590223,19.95,590223,-0.25,-0.0124,20.25,20.25,19.8,20.25,20.25,19.8
2017-08-09,21.95,22.15,20.4,20.5,CZR,4852942,3.9548532731376977,3.9548532731376977,21.95,4852942,21.95,4852942,2.0,0.1003,20.5,22.15,20.4,20.5,22.15,20.4
2017-08-10,22.55,23.0,21.9,22.1,CZR,1535865,4.090293453724605,4.090293453724605,22.55,1535865,22.55,1535865,0.6000000000000014,0.0273,22.1,23.0,21.9,22.1,23.0,21.9
2017-08-11,23.4,23.4,22.4,22.75,CZR,1363377,4.28216704288939,4.28216704288939,23.4,1363377,23.4,1363377,0.8499999999999979,0.0377,22.75,23.4,22.4,22.75,23.4,22.4
2017-08-14,23.3,23.5,22.8,23.35,CZR,640049,4.25959367945824,4.25959367945824,23.3,640049,23.3,640049,-0.09999999999999787,-0.0043,23.35,23.5,22.8,23.35,23.5,22.8
2017-08-15,22.75,23.3,22.2,23.25,CZR,869841,4.135440180586908,4.135440180586908,22.75,869841,22.75,869841,-0.5500000000000007,-0.0236,23.25,23.3,22.2,23.25,23.3,22.2
2017-08-16,22.5,22.93,22.45,22.8,CZR,479072,4.07900677200903,4.07900677200903,22.5,479072,22.5,479072,-0.25,-0.011,22.8,22.93,22.45,22.8,22.93,22.45
2017-08-17,22.1,22.7,22.05,22.45,CZR,415029,3.988713318284425,3.988713318284425,22.1,415029,22.1,415029,-0.3999999999999986,-0.0178,22.45,22.7,22.05,22.45,22.7,22.05
2017-08-18,22.3,22.4,21.7,21.9,CZR,546155,4.033860045146727,4.033860045146727,22.3,546155,22.3,546155,0.1999999999999993,0.009,21.9,22.4,21.7,21.9,22.4,21.7
2017-08-21,22.5,22.6,22.1,22.2,CZR,454502,4.07900677200903,4.07900677200903,22.5,454502,22.5,454502,0.1999999999999993,0.009,22.2,22.6,22.1,22.2,22.6,22.1
2017-08-22,23.2,23.35,22.65,22.65,CZR,907833,4.237020316027088,4.237020316027088,23.2,907833,23.2,907833,0.6999999999999993,0.0311,22.65,23.35,22.65,22.65,23.35,22.65
2017-08-23,23.05,23.25,22.85,23.05,CZR,417877,4.203160270880361,4.203160270880361,23.05,417877,23.05,417877,-0.14999999999999858,-0.0065,23.05,23.25,22.85,23.05,23.25,22.85
2017-08-24,23.1,23.3,23.05,23.15,CZR,985357,4.214446952595938,4.214446952595938,23.1,985357,23.1,985357,0.05000000000000071,0.0022,23.15,23.3,23.05,23.15,23.3,23.05
2017-08-25,23.25,23.35,23.02,23.3,CZR,711816,4.248306997742664,4.248306997742664,23.25,711816,23.25,711816,0.14999999999999858,0.0065,23.3,23.35,23.02,23.3,23.35,23.02
2017-08-28,22.9,23.35,22.45,23.35,CZR,647392,4.169300225733634,4.169300225733634,22.9,647392,22.9,647392,-0.3500000000000014,-0.0151,23.35,23.35,22.45,23.35,23.35,22.45
2017-08-29,22.7,22.9,22.25,22.7,CZR,522330,4.124153498871332,4.124153498871332,22.7,522330,22.7,522330,-0.1999999999999993,-0.0087,22.7,22.9,22.25,22.7,22.9,22.25
2017-08-30,22.55,22.9,22.35,22.55,CZR,459886,4.090293453724605,4.090293453724605,22.55,459886,22.55,459886,-0.14999999999999858,-0.0066,22.55,22.9,22.35,22.55,22.9,22.35
2017-08-31,23.0,23.25,22.7,22.75,CZR,668945,4.191873589164786,4.191873589164786,23.0,668945,23.0,668945,0.4499999999999993,0.02,22.75,23.25,22.7,22.75,23.25,22.7
2017-09-01,23.15,23.35,22.85,23.15,CZR,501550,4.225733634311513,4.225733634311513,23.15,501550,23.15,501550,0.14999999999999858,0.0065,23.15,23.35,22.85,23.15,23.35,22.85
2017-09-05,23.85,24.15,23.15,23.15,CZR,1030175,4.383747178329572,4.383747178329572,23.85,1030175,23.85,1030175,0.7000000000000028,0.0302,23.15,24.15,23.15,23.15,24.15,23.15
2017-09-06,23.7,23.98,23.15,23.95,CZR,943432,4.349887133182844,4.349887133182844,23.7,943432,23.7,943432,-0.15000000000000213,-0.0063,23.95,23.98,23.15,23.95,23.98,23.15
2017-09-07,23.8,24.1,23.3,23.7,CZR,599296,4.372460496613996,4.372460496613996,23.8,599296,23.8,599296,0.10000000000000142,0.0042,23.7,24.1,23.3,23.7,24.1,23.3
2017-09-08,24.05,24.1,23.6,23.9,CZR,968645,4.428893905191874,4.428893905191874,24.05,968645,24.05,968645,0.25,0.0105,23.9,24.1,23.6,23.9,24.1,23.6
2017-09-11,24.7,24.98,24.1,24.1,CZR,1323332,4.575620767494357,4.575620767494357,24.7,1323332,24.7,1323332,0.6499999999999986,0.027,24.1,24.98,24.1,24.1,24.98,24.1
2017-09-12,25.25,25.35,24.65,24.65,CZR,1311026,4.699774266365689,4.699774266365689,25.25,1311026,25.25,1311026,0.5500000000000007,0.0223,24.65,25.35,24.65,24.65,25.35,24.65
2017-09-13,24.85,25.3,24.75,25.15,CZR,1102290,4.609480812641084,4.609480812641084,24.85,1102290,24.85,1102290,-0.3999999999999986,-0.0158,25.15,25.3,24.75,25.15,25.3,24.75
2017-09-14,24.6,25.2,24.45,24.9,CZR,1099953,4.553047404063206,4.553047404063206,24.6,1099953,24.6,1099953,-0.25,-0.0101,24.9,25.2,24.45,24.9,25.2,24.45
2017-09-15,24.8,25.05,24.55,24.7,CZR,2062514,4.598194130925508,4.598194130925508,24.8,2062514,24.8,2062514,0.1999999999999993,0.0081,24.7,25.05,24.55,24.7,25.05,24.55
2017-09-18,25.3,25.4,24.85,24.85,CZR,1262618,4.711060948081265,4.711060948081265,25.3,1262618,25.3,1262618,0.5,0.0202,24.85,25.4,24.85,24.85,25.4,24.85
2017-09-19,25.3,25.55,25.07,25.25,CZR,902319,4.711060948081265,4.711060948081265,25.3,902319,25.3,902319,0.0,0.0,25.25,25.55,25.07,25.25,25.55,25.07
2017-09-20,25.45,25.65,25.25,25.5,CZR,1134452,4.744920993227991,4.744920993227991,25.45,1134452,25.45,1134452,0.14999999999999858,0.0059,25.5,25.65,25.25,25.5,25.65,25.25
2017-09-21,25.1,25.45,24.85,25.35,CZR,606854,4.665914221218962,4.665914221218962,25.1,606854,25.1,606854,-0.34999999999999787,-0.0138,25.35,25.45,24.85,25.35,25.45,24.85
2017-09-22,24.73,25.15,24.65,25.15,CZR,717686,4.582392776523703,4.582392776523703,24.73,717686,24.73,717686,-0.370000000000001,-0.0147,25.15,25.15,24.65,25.15,25.15,24.65
2017-09-25,24.4,24.9,24.15,24.9,CZR,1192711,4.507900677200903,4.507900677200903,24.4,1192711,24.4,1192711,-0.33000000000000185,-0.0133,24.9,24.9,24.15,24.9,24.9,24.15
2017-09-26,24.55,24.8,24.3,24.4,CZR,945878,4.541760722347631,4.541760722347631,24.55,945878,24.55,945878,0.15000000000000213,0.0061,24.4,24.8,24.3,24.4,24.8,24.3
2017-09-27,25.2,25.3,24.5,24.65,CZR,611068,4.6884875846501135,4.6884875846501135,25.2,611068,25.2,611068,0.6499999999999986,0.0265,24.65,25.3,24.5,24.65,25.3,24.5
2017-09-28,25.45,25.45,24.95,25.05,CZR,488006,4.744920993227991,4.744920993227991,25.45,488006,25.45,488006,0.25,0.0099,25.05,25.45,24.95,25.05,25.45,24.95
2017-09-29,25.65,25.98,25.32,25.5,CZR,1433526,4.790067720090294,4.790067720090294,25.65,1433526,25.65,1433526,0.1999999999999993,0.0079,25.5,25.98,25.32,25.5,25.98,25.32
2017-10-02,25.9,26.02,25.35,25.55,CZR,941323,4.846501128668171,4.846501128668171,25.9,941323,25.9,941323,0.25,0.0097,25.55,26.02,25.35,25.55,26.02,25.35
2017-10-03,26.65,26.75,25.8,25.9,CZR,857281,5.015801354401806,5.015801354401806,26.65,857281,26.65,857281,0.75,0.029,25.9,26.75,25.8,25.9,26.75,25.8
2017-10-04,26.75,26.95,25.95,26.5,CZR,638046,5.038374717832958,5.038374717832958,26.75,638046,26.75,638046,0.10000000000000142,0.0038,26.5,26.95,25.95,26.5,26.95,25.95
2017-10-05,26.95,27.15,26.4,26.75,CZR,1073159,5.0835214446952595,5.0835214446952595,26.95,1073159,26.95,1073159,0.1999999999999993,0.0075,26.75,27.15,26.4,26.75,27.15,26.4
2017-10-06,26.4,27.02,26.1,26.95,CZR,644628,4.959367945823928,4.959367945823928,26.4,644628,26.4,644628,-0.5500000000000007,-0.0204,26.95,27.02,26.1,26.95,27.02,26.1
2017-10-09,26.1,26.7,25.68,26.4,CZR,1065975,4.891647855530475,4.891647855530475,26.1,1065975,26.1,1065975,-0.29999999999999716,-0.0114,26.4,26.7,25.68,26.4,26.7,25.68
2017-10-10,26.1,26.45,25.55,26.3,CZR,1411830,4.891647855530475,4.891647855530475,26.1,1411830,26.1,1411830,0.0,0.0,26.3,26.45,25.55,26.3,26.45,25.55
2017-10-11,26.35,26.6,25.95,26.2,CZR,812391,4.948081264108353,4.948081264108353,26.35,812391,26.35,812391,0.25,0.0096,26.2,26.6,25.95,26.2,26.6,25.95
2017-10-12,26.15,26.5,26.15,26.35,CZR,501241,4.9029345372460496,4.9029345372460496,26.15,501241,26.15,501241,-0.20000000000000284,-0.0076,26.35,26.5,26.15,26.35,26.5,26.15
2017-10-13,26.2,26.5,26.0,26.3,CZR,594712,4.914221218961625,4.914221218961625,26.2,594712,26.2,594712,0.05000000000000071,0.0019,26.3,26.5,26.0,26.3,26.5,26.0
2017-10-16,26.65,26.95,26.18,26.3,CZR,595979,5.015801354401806,5.015801354401806,26.65,595979,26.65,595979,0.4499999999999993,0.0172,26.3,26.95,26.18,26.3,26.95,26.18
2017-10-17,26.5,26.7,26.23,26.65,CZR,536949,4.981941309255079,4.981941309255079,26.5,536949,26.5,536949,-0.14999999999999858,-0.0056,26.65,26.7,26.23,26.65,26.7,26.23
2017-10-18,26.3,26.73,26.25,26.6,CZR,698074,4.9367945823927775,4.9367945823927775,26.3,698074,26.3,698074,-0.1999999999999993,-0.0075,26.6,26.73,26.25,26.6,26.73,26.25
2017-10-19,25.8,26.05,25.65,26.05,CZR,540191,4.823927765237021,4.823927765237021,25.8,540191,25.8,540191,-0.5,-0.019,26.05,26.05,25.65,26.05,26.05,25.65
2017-10-20,25.5,26.05,25.5,26.05,CZR,486422,4.756207674943567,4.756207674943567,25.5,486422,25.5,486422,-0.3000000000000007,-0.0116,26.05,26.05,25.5,26.05,26.05,25.5
2017-10-23,25.25,25.73,24.65,25.45,CZR,934070,4.699774266365689,4.699774266365689,25.25,934070,25.25,934070,-0.25,-0.0098,25.45,25.73,24.65,25.45,25.73,24.65
2017-10-24,24.9,25.52,24.9,25.25,CZR,539093,4.6207674943566595,4.6207674943566595,24.9,539093,24.9,539093,-0.3500000000000014,-0.0139,25.25,25.52,24.9,25.25,25.52,24.9
2017-10-25,24.8,25.1,24.4,24.75,CZR,982296,4.598194130925508,4.598194130925508,24.8,982296,24.8,982296,-0.09999999999999787,-0.004,24.75,25.1,24.4,24.75,25.1,24.4
2017-10-26,24.05,24.95,23.95,24.8,CZR,955321,4.428893905191874,4.428893905191874,24.05,955321,24.05,955321,-0.75,-0.0302,24.8,24.95,23.95,24.8,24.95,23.95
2017-10-27,25.25,25.35,24.15,24.15,CZR,1437535,4.699774266365689,4.699774266365689,25.25,1437535,25.25,1437535,1.1999999999999993,0.0499,24.15,25.35,24.15,24.15,25.35,24.15
2017-10-30,25.6,25.93,24.95,25.1,CZR,1268318,4.778781038374719,4.778781038374719,25.6,1268318,25.6,1268318,0.3500000000000014,0.0139,25.1,25.93,24.95,25.1,25.93,24.95
2017-10-31,25.7,25.75,24.98,25.65,CZR,723796,4.801354401805869,4.801354401805869,25.7,723796,25.7,723796,0.09999999999999787,0.0039,25.65,25.75,24.98,25.65,25.75,24.98
2017-11-01,25.8,26.25,25.3,25.7,CZR,702070,4.823927765237021,4.823927765237021,25.8,702070,25.8,702070,0.10000000000000142,0.0039,25.7,26.25,25.3,25.7,26.25,25.3
2017-11-02,25.65,25.95,25.35,25.8,CZR,907504,4.790067720090294,4.790067720090294,25.65,907504,25.65,907504,-0.15000000000000213,-0.0058,25.8,25.95,25.35,25.8,25.95,25.35
2017-11-03,28.0,30.0,26.65,27.2,CZR,3212932,5.320541760722348,5.320541760722348,28.0,3212932,28.0,3212932,2.3500000000000014,0.0916,27.2,30.0,26.65,27.2,30.0,26.65
2017-11-06,28.6,29.0,28.05,28.2,CZR,1111958,5.455981941309256,5.455981941309256,28.6,1111958,28.6,1111958,0.6000000000000014,0.0214,28.2,29.0,28.05,28.2,29.0,28.05
2017-11-07,29.0,29.02,27.85,28.5,CZR,1132436,5.54627539503386,5.54627539503386,29.0,1132436,29.0,1132436,0.3999999999999986,0.014,28.5,29.02,27.85,28.5,29.02,27.85
2017-11-08,29.3,29.45,28.55,29.0,CZR,915272,5.613995485327314,5.613995485327314,29.3,915272,29.3,915272,0.3000000000000007,0.0103,29.0,29.45,28.55,29.0,29.45,28.55
2017-11-09,28.55,29.95,28.45,29.2,CZR,1271769,5.44469525959368,5.44469525959368,28.55,1271769,28.55,1271769,-0.75,-0.0256,29.2,29.95,28.45,29.2,29.95,28.45
2017-11-10,28.65,29.55,28.55,28.8,CZR,1112704,5.467268623024831,5.467268623024831,28.65,1112704,28.65,1112704,0.09999999999999787,0.0035,28.8,29.55,28.55,28.8,29.55,28.55
2017-11-13,28.8,29.0,28.15,28.65,CZR,825205,5.5011286681715585,5.5011286681715585,28.8,825205,28.8,825205,0.15000000000000213,0.0052,28.65,29.0,28.15,28.65,29.0,28.15
2017-11-14,29.05,29.45,28.35,28.7,CZR,845917,5.557562076749436,5.557562076749436,29.05,845917,29.05,845917,0.25,0.0087,28.7,29.45,28.35,28.7,29.45,28.35
2017-11-15,29.0,29.18,28.25,28.85,CZR,730836,5.54627539503386,5.54627539503386,29.0,730836,29.0,730836,-0.05000000000000071,-0.0017,28.85,29.18,28.25,28.85,29.18,28.25
2017-11-16,29.25,29.7,29.0,29.1,CZR,920488,5.602708803611739,5.602708803611739,29.25,920488,29.25,920488,0.25,0.0086,29.1,29.7,29.0,29.1,29.7,29.0
2017-11-17,29.2,29.65,29.1,29.15,CZR,430072,5.591422121896163,5.591422121896163,29.2,430072,29.2,430072,-0.05000000000000071,-0.0017,29.15,29.65,29.1,29.15,29.65,29.1
2017-11-20,29.65,30.15,29.1,29.2,CZR,1977405,5.693002257336343,5.693002257336343,29.65,1977405,29.65,1977405,0.4499999999999993,0.0154,29.2,30.15,29.1,29.2,30.15,29.1
2017-11-21,29.4,29.8,29.25,29.75,CZR,381476,5.636568848758465,5.636568848758465,29.4,381476,29.4,381476,-0.25,-0.0084,29.75,29.8,29.25,29.75,29.8,29.25
2017-11-22,29.25,29.55,29.07,29.5,CZR,426080,5.602708803611739,5.602708803611739,29.25,426080,29.25,426080,-0.14999999999999858,-0.0051,29.5,29.55,29.07,29.5,29.55,29.07
2017-11-24,29.7,29.85,29.02,29.25,CZR,156722,5.704288939051919,5.704288939051919,29.7,156722,29.7,156722,0.4499999999999993,0.0154,29.25,29.85,29.02,29.25,29.85,29.02
